10,Yes,University of Queensland Vaccine,University of Queensland Vaccine,,https://www.uq.edu.au/news/article/2020/01/race-develop-coronavirus-vaccine,https://www.uq.edu.au/news/article/2020/01/race-develop-coronavirus-vaccine,https://www.uq.edu.au/news/article/2020/01/race-develop-coronavirus-vaccine,https://www.uq.edu.au/news/article/2020/01/race-develop-coronavirus-vaccine,,https://www.uq.edu.au/news/article/2020/01/race-develop-coronavirus-vaccine,https://stories.uq.edu.au/news/2020/17m-shot-in-the-arm-for-uq-covid-19-vaccine-research/index.html,https://www.uq.edu.au/news/article/2020/01/race-develop-coronavirus-vaccine,https://stories.uq.edu.au/news/2020/17m-shot-in-the-arm-for-uq-covid-19-vaccine-research/index.html,https://stories.uq.edu.au/news/2020/17m-shot-in-the-arm-for-uq-covid-19-vaccine-research/index.html,,https://stories.uq.edu.au/news/2020/17m-shot-in-the-arm-for-uq-covid-19-vaccine-research/index.html,,https://www.uq.edu.au/news/article/2020/01/race-develop-coronavirus-vaccine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,No,VIDO-InterVac Vaccine Candidate,,VIDO-InterVac Vaccine Candidate,International Vaccine Centre; University of Saskatchewan; VIDO-InterVac,Vaccine - Prophylactic,COVID-19,Unknown,Unknown,New,Canadian Federal Government,Canada,Ongoing,,,Pre-Clinical Testing,,2/1/2020,ONGOING,,,,,,,,,,,,,,,,,,,,,,Arshy,3/29/2020,A. Burnett,4/9/2020,,,,4/9/2020
11,Yes,https://www.technologynetworks.com/tn/news/12m-awarded-for-new-covid-19-vaccine-manufacturing-efforts-332506,https://www.technologynetworks.com/tn/news/12m-awarded-for-new-covid-19-vaccine-manufacturing-efforts-332506,,,https://www.cbc.ca/news/health/coronavirus-covid-19-vido-intervac-saskatchewan-vaccine-1.5508114?__vfz=medium%3Dsharebar,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,No,ChAdOx1 nCoV-19,,ChAdOx1 nCoV-19,Jenner Institute; Oxford Vaccine Group,Vaccine - Prophylactic,COVID-19,Subunit Vaccines,Unknown,New,University of Oxford,United Kingdom,Ongoing,,,Phase 1,,,,,,,3/20/2020,,,,,,1/2,Coronavirus,510,Yes,,,4/1/2020,5/1/2021,5/1/2021,,,,Arshy,3/29/2020,A. Burnett,4/9/2020,,,,4/9/2020
12,Yes,ChAdOx1,ChAdOx1,https://economictimes.indiatimes.com/news/international/world-news/oxford-university-begins-enrolling-over-500-volunteers-for-coronavirus-vaccine-trial/articleshow/74864754.cms,https://www.ovg.ox.ac.uk/news/covid-19-vaccine-development,https://www.clinicaltrials.gov/ct2/show/NCT04324606,COVID-19,,,,,,,,,,,,,,,,,,,,,,https://www.jackfm.co.uk/news/oxfordshire-news/oxford-uni-clinical-trials-for-covid-19-vaccine-could-begin-next-month/,,,,,,,,,,,,,,,,,,,
13,No,NIV Pune Vaccine Candidate,,NIV Pune Vaccine Candidate,National Institute of Virology-Pune,Vaccine - Prophylactic,COVID-19,Unknown,Unknown,New,,India,Ongoing,,,Discovery,,,,,,,,,,,,,,,,,,,,,,,,,Arshy,3/29/2020,A. Burnett,4/9/2020,,,,4/9/2020
13,Yes,https://www.livemint.com/news/india/covid-19-india-becomes-5th-country-globally-to-isolate-virus-strain-11584102221498.html,https://www.livemint.com/news/india/covid-19-india-becomes-5th-country-globally-to-isolate-virus-strain-11584102221498.html,,,,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,No,,,,Chinese Center for Disease Control and Prevention; Tongji University School of Medicine; Stermirna Therapeutics Co. Ltd,Vaccine - Prophylactic,COVID-19,Nucleic acid based therapies/vaccines,Unknown,New,Stermirna Therapeutics Co. Ltd,China,Ongoing,Animal Testing,,Pre-Clinical Testing,,1/24/2020,2/10/2020,,,,,,,,,,,,,,,,,,,,,,Zain,4/1/2020,A. Burnett,4/9/2020,,,,4/9/2020
14,Yes,,,,http://www.xinhuanet.com/english/2020-02/10/c_138771569.htm,http://www.xinhuanet.com/english/2020-02/10/c_138771569.htm,http://www.xinhuanet.com/english/2020-02/10/c_138771569.htm,http://www.xinhuanet.com/english/2020-02/10/c_138771569.htm,http://www.xinhuanet.com/english/2020-02/10/c_138771569.htm,http://www.xinhuanet.com/english/2020-02/10/c_138771569.htm,http://www.xinhuanet.com/english/2020-02/10/c_138771569.htm,http://www.xinhuanet.com/english/2020-02/10/c_138771569.htm,http://www.xinhuanet.com/english/2020-02/10/c_138771569.htm,http://www.xinhuanet.com/english/2020-02/10/c_138771569.htm,,http://www.xinhuanet.com/english/2020-02/10/c_138771569.htm,,http://www.xinhuanet.com/english/2020-02/10/c_138771569.htm,http://www.xinhuanet.com/english/2020-02/10/c_138771569.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,No,DelNS1-SARS-CoV2-RBD LAIV,,DelNS1-SARS-CoV2-RBD LAIV,University of Hong Kong,Vaccine - Prophylactic,COVID-19,Whole-pathogen vaccines,,New,CEPI; Xiamen University; Changchun-Baike; Hualan-Bio; Beijing Wantai; Sinovac; CNBG,China,Ongoing,Live-attenuated vaccine. Plans for clinical trials in July. Proof of concept testing done using MeRS-CoV and various animal models.,,Pre-Clinical Testing,,,,,,,,,,,,,,,,,,,,,,,,,Matthew,3/30/2020,,,,,,3/30/2020
15,Yes,DelNS1-SARS-CoV2-RBD LAIV,DelNS1-SARS-CoV2-RBD LAIV,,https://fightcovid19.hku.hk/hku-state-key-laboratory-for-emerging-infectious-diseases-joins-global-effort-to-develop-covid-19-vaccine/,https://www.hku.hk/press/news_detail_20788.html,https://www.hku.hk/press/news_detail_20788.html,https://www.hku.hk/press/news_detail_20788.html,,https://www.hku.hk/press/news_detail_20788.html,https://www.hku.hk/press/news_detail_20788.html,https://www.hku.hk/press/news_detail_20788.html,https://www.hku.hk/press/news_detail_20788.html,https://www.hku.hk/press/news_detail_20788.html,,https://www.hku.hk/press/news_detail_20788.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,No,,,,CureVac AG,Vaccine - Prophylactic,COVID-19,Nucleic acid based therapies/vaccines,Unknown,New,CEPI,Germany,Ongoing,Not named yet; 2 products currently undergoing animal studies; plan to start a clinical trial in early summer,,Pre-Clinical Testing,,,,,,,,,,,,,,,,,,,,,,,,,Okezi,4/1/2020,A. Burnett,4/9/2020,,,,4/9/2020
16,Yes,https://www.curevac.com/our-pipeline,,,https://www.curevac.com/news/curevac-focuses-on-the-development-of-mrna-based-coronavirus-vaccine-to-protect-people-worldwide,,COVID-19,,,,https://www.curevac.com/our-pipeline,,,https://www.youtube.com/watch?v=1ZMWJJyoK7A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,No,Ad5-nCoV,,Ad5-nCoV,CanSino Biologics Inc.,Vaccine - Prophylactic,COVID-19,Gene therapies,Other,New,Institute of Biotechnology-Academy of Military Medical Sciences-PLA of China; Jiangsu Province Centers for Disease Control and Prevention; Hubei Provincial Center for Disease Control and Prevention; Tongji Hospital,China,Ongoing,Vaccine candidate is genetically engineered with the replication-defective adenovirus type 5 as the vector to express SARS-CoV-2 spike protein; Immunogenic action; Current study is assessing evaluate the safety reactogenicity and immunogenicity; Active but not recruiting,,Phase 1,,1/1/2020,Completed,,,3/17/2020,3/16/2020,,,,,,1,COVID-19,108,Yes,1,Wuhan - China,03/16/2020,12/30/2020,12/20/2022,NCT04313127,Not recruiting,,Okezi,4/1/2020,Andy Zhou,4/7/2020,,,,4/7/2020
17,Yes,Ad5-nCoV,Ad5-nCoV,,https://clinicaltrials.gov/ct2/show/NCT04313127?term=ad5-ncov&draw=2&rank=1,,COVID-19,,,,https://clinicaltrials.gov/ct2/show/NCT04313127?term=ad5-ncov&draw=2&rank=1,,,https://www.bioworld.com/articles/433791-china-approves-first-homegrown-covid-19-vaccine-to-enter-clinical-trials  https://www.youtube.com/watch?v=1ZMWJJyoK7A,,,,http://www.cansinotech.com/homes/article/show/56/153.html,http://www.cansinotech.com/homes/article/show/56/153.html,,,http://www.cansinotech.com/homes/article/show/56/153.html,https://clinicaltrials.gov/ct2/show/NCT04313127?term=ad5-ncov&draw=2&rank=1,,,,,,https://clinicaltrials.gov/ct2/show/NCT04313127?term=ad5-ncov&draw=2&rank=1,https://clinicaltrials.gov/ct2/show/NCT04313127?term=ad5-ncov&draw=2&rank=1,https://clinicaltrials.gov/ct2/show/NCT04313127?term=ad5-ncov&draw=2&rank=1,Yes,https://clinicaltrials.gov/ct2/show/NCT04313127?term=ad5-ncov&draw=2&rank=1,https://clinicaltrials.gov/ct2/show/NCT04313127?term=ad5-ncov&draw=2&rank=1,https://clinicaltrials.gov/ct2/show/NCT04313127?term=ad5-ncov&draw=2&rank=1,https://clinicaltrials.gov/ct2/show/NCT04313127?term=ad5-ncov&draw=2&rank=1,https://clinicaltrials.gov/ct2/show/NCT04313127?term=ad5-ncov&draw=2&rank=1,https://clinicaltrials.gov/ct2/show/NCT04313127?term=ad5-ncov&draw=2&rank=1,https://clinicaltrials.gov/ct2/show/NCT04313127?term=ad5-ncov&draw=2&rank=1,,,,,,,,,
18,No,,,,GeoVax Labs Inc.,Vaccine - Prophylactic,COVID-19,Unknown,Unknown,New,BravoVax,United States,Ongoing,Using existing vaccine platform called GV-MVA-VLP; 3 candidates have been identified; animal trials soon to begin,,Discovery,,,,,,,,,,,,,,,,,,,,,,,,,Okezi,4/1/2020,Andy Zhou,4/7/2020,,,,4/7/2020
18,Yes,https://www.geovax.com/news/geovax-progresses-in-coronavirus-covid-19-vaccine-development-program,,https://www.geovax.com/news/geovax-progresses-in-coronavirus-covid-19-vaccine-development-program,https://www.geovax.com/news/geovax-progresses-in-coronavirus-covid-19-vaccine-development-program,,COVID-19,,,,,,,https://www.geovax.com/technology-pipeline/pipeline-summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,No,Medicago Vaccine,,Medicago Vaccine,Medicago,Vaccine - Prophylactic,COVID-19,Other,Vaccine,New,,Canada,Ongoing,,,Pre-Clinical Testing,,2/21/2020,3/12/2020,,,,,,,,,,,,,,,,,,,,,,James,4/10/2020,,,,,,4/10/2020
19,Yes,https://www.biospace.com/article/medicago-successfully-produces-a-viable-vaccine-candidate-for-covid-19/,https://www.biospace.com/article/medicago-successfully-produces-a-viable-vaccine-candidate-for-covid-19/,,https://www.biospace.com/article/medicago-successfully-produces-a-viable-vaccine-candidate-for-covid-19/,https://www.biospace.com/article/medicago-successfully-produces-a-viable-vaccine-candidate-for-covid-19/,https://www.biospace.com/article/medicago-successfully-produces-a-viable-vaccine-candidate-for-covid-19/,https://www.biospace.com/article/medicago-successfully-produces-a-viable-vaccine-candidate-for-covid-19/,https://www.biospace.com/article/medicago-successfully-produces-a-viable-vaccine-candidate-for-covid-19/,https://www.biospace.com/article/medicago-successfully-produces-a-viable-vaccine-candidate-for-covid-19/,,https://www.biospace.com/employer/541504/medicago-inc-/,Ongoing,,,https://www.businesswire.com/news/home/20200312005345/en/,,Date calculated from: https://www.businesswire.com/news/home/20200312005345/en/.,https://www.businesswire.com/news/home/20200312005345/en/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
